team_id,team_logo_url,date,player_name,player_position,transaction_type
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",4/3/23,Kelly Bryant,QB,Active List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",4/3/23,Jordan McCray,C,Released
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-vegas-vipers-500x500.png",4/3/23,Bailey Giffen,K,Released
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/31/23,Calvin Turner,WR,Reserve List Addition
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-vegas-vipers-500x500.png",3/30/23,Saeed Blacknall,WR,Active List Addition
ORL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/30/23,T.J. Bradley,OT,Released
ORL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/30/23,Emmanuel Olenga,DE,Released
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/29/23,Dwayne Wallace,OT,Active List Addition (Assigned via Waiver System from DC)
HOU,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-houston-roughnecks-500x500.png",3/29/23,Michael Bandy,WR,Active List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/29/23,Kobe Smith,DI,Reserve List Addition
HOU,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-houston-roughnecks-500x500.png",3/29/23,Nick Holley,WR,Released
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/29/23,Julian McCleod,TD,Released
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-seattle-sea-dragons-500x500.png",3/29/23,P.J. Hall,DT,Released
STL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-st-louis-battlehawks-500x500.png",3/29/23,Jovaun Woolford,OT,Released
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-vegas-vipers-500x500.png",3/29/23,Nijuel Hill,CB,Released
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-vegas-vipers-500x500.png",3/29/23,Matt Cohen,OT,Released
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-vegas-vipers-500x500.png",3/28/23,DeAndre Torrey,RB,Reserve List Addition
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-seattle-sea-dragons-500x500.png",3/28/23,Emmanuel Smith,OLB,Reserve List Addition
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-vegas-vipers-500x500.png",3/28/23,Jamar Summers,CB,Active List Addition
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-seattle-sea-dragons-500x500.png",3/28/23,Tyrell Adams,LB,Active List Addition
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/28/23,Javaris Davis,CB,Active List Addition
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/28/23,Luis Perez,QB,Traded from Vegas Vipers
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-vegas-vipers-500x500.png",3/28/23,Ryan Mueller,ILB,Traded from Arlington Renegades
HOU,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-houston-roughnecks-500x500.png",3/28/23,Josh Avery,DT,Released
ORL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/27/23,Lance Lenoir,WR,Reserve List Addition
STL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-st-louis-battlehawks-500x500.png",3/27/23,Marcell Ateman,WR,Active List Addition
ORL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/27/23,Jordan Thomas,TE,Active List Addition
ORL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/27/23,K.D. Cannon,WR,Active List Addition
HOU,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-houston-roughnecks-500x500.png",3/27/23,Aaron Donkor,LB,Released
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/27/23,Kyle Sloter,QB,Released
HOU,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-houston-roughnecks-500x500.png",3/25/23,Scean Mustin,DT,Active List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/24/23,Kalen Ballage,RB,Reserve List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/24/23,Kevin Marks,RB,Active List Addition
HOU,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-houston-roughnecks-500x500.png",3/24/23,Aaron Nelson,WR,Released
STL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-st-louis-battlehawks-500x500.png",3/23/23,Ben DeLuca,S,Reserve List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/23/23,Reid Sinnett,QB,Reserve List Addition
ORL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/23/23,Josh Harvey-Clemons,DE,Reserve List Addition
HOU,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-houston-roughnecks-500x500.png",3/23/23,Drew Lewis,LB,Traded from San Antonio Brahmas
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/23/23,Kurt Benkert,QB,Traded from Houston Roughnecks
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/23/23,Jalen Tolliver,WR,Active List Addition
HOU,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-houston-roughnecks-500x500.png",3/23/23,Kurt Benkert,QB,Active List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/22/23,Riko Jeffers,LB,Reserve List Addition
HOU,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-houston-roughnecks-500x500.png",3/22/23,Desmond Noel,G,Reserve List Addition
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/22/23,Kenneth Farrow,RB,Reserve List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/22/23,Terrill Hanks,LB,Active List Addition
HOU,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-houston-roughnecks-500x500.png",3/22/23,Jaquarii Roberson,WR,Active List Addition
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/22/23,Brian Herrien,RB,Active List Addition
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/22/23,Victor Bolden,WR,Active List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/22/23,Jalen Tolliver,WR,Released
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/22/23,Darece Roberson,WR,Released
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/22/23,K.D. Cannon,WR,Released
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/22/23,Jordan Smallwood,WR,Released
HOU,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-houston-roughnecks-500x500.png",3/21/23,Jontre Kirklin,WR,Reserve List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/21/23,Calvin Turner,WR,Active List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/21/23,Landen Akers,WR,Active List Addition
ORL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/21/23,Cameron Kaye,LS,Active List Addition
HOU,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-houston-roughnecks-500x500.png",3/21/23,Tavonn Salter,WR,Active List Addition
STL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-st-louis-battlehawks-500x500.png",3/21/23,Pooka Williams,RB,Released
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-vegas-vipers-500x500.png",3/20/23,Isaiah Williams,OG,Active List Addition
STL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-st-louis-battlehawks-500x500.png",3/20/23,Jaryd Jones-Smith,OT,Active List Addition
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/20/23,Fadol Brown,DT,Active List Addition
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/20/23,Francis Bernard,ILB,Active List Addition
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-vegas-vipers-500x500.png",3/20/23,Mister Harriel,S,Released
ORL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/20/23,Keonte Schad,DL,Released
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/20/23,Terrill Hanks,LB,Released
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/18/23,Sean Modster,WR,Released
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/17/23,Rannell Hall,WR,Active List Addition
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/17/23,Leddie Brown,RB,Active List Addition
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/16/23,Fadol Brown,DT,Reserve List Addition
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-vegas-vipers-500x500.png",3/16/23,Cavon Walker,DE,Active List Addition
ORL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/16/23,Quinten Dormady,QB,Active List Addition
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-vegas-vipers-500x500.png",3/15/23,Isaiah Williams,G,Reserve List Addition
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/15/23,Tegray Scales,OLB,Reserve List Addition
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-vegas-vipers-500x500.png",3/15/23,Maurice Smith,SAF,Active List Addition
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/15/23,Ryan Mueller,ILB,Active List Addition
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/15/23,Javaris Davis,CB,Released
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/15/23,Josh Malone,WR,Released
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/15/23,Sam Cooper,C,Released
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/15/23,Adrian Killins,RB,Released
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-vegas-vipers-500x500.png",3/14/23,P.J. Dawson,ILB,Reserve List Addition
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/14/23,Artavis Pierce,RB,Reserve List Addition
STL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-st-louis-battlehawks-500x500.png",3/14/23,Erik Hansen,DT,Active List Addition
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/14/23,Jazz Ferguson,WR,Active List Addition
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/14/23,Raymond Calais,WR,Active List Addition
STL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-st-louis-battlehawks-500x500.png",3/14/23,Damion Daniels,DL,Released
STL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-st-louis-battlehawks-500x500.png",3/14/23,Jordan Thomas,TE,Released
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/14/23,Denzel Chukwukelu,DL,Released
STL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-st-louis-battlehawks-500x500.png",3/13/23,Tim Harris,CB,Active List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/13/23,Malcolm Bunche,T,Active List Addition
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/13/23,Gabe Wright,DT,Active List Addition
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/11/23,Otaro Alaka,ILB,Reserve List Addition
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-vegas-vipers-500x500.png",3/9/23,Kahlil McKenzie,G,Reserve List Addition
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-seattle-sea-dragons-500x500.png",3/9/23,P.J. Hall,DT,Reserve List Addition
ORL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/9/23,Roman Tatum,CB,Reserve List Addition
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-seattle-sea-dragons-500x500.png",3/9/23,Chris Smith,DE,Active List Addition
ORL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/9/23,C.J. Holmes,CB,Active List Addition
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-vegas-vipers-500x500.png",3/8/23,Rod Taylor,G,Waiver System from D.C.
STL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-st-louis-battlehawks-500x500.png",3/8/23,Marcell Ateman,WR,Reserve List Addition
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-vegas-vipers-500x500.png",3/8/23,Tony Adams,G,Active List Addition
STL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-st-louis-battlehawks-500x500.png",3/8/23,Chad Hansen,WR,Active List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/8/23,Soto Shakir,DL,Active List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/8/23,Emmanuel Butler,WR,Active List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/8/23,Michael Brown,T,Active List Addition
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/8/23,Montae Nicholson,S,Active List Addition
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/8/23,Terrill Hanks,LB,Active List Addition
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/8/23,Denzel Chukwukelu,DL,Active List Addition
STL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-st-louis-battlehawks-500x500.png",3/8/23,Pooka Williams,RB,Waiver System from D.C.
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/8/23,Ben Beise,TE,Released
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/8/23,Damien Mama,G,Released
